time,flow_rate
0.0,0.009999999967351202
0.005025125628140704,0.010000000178853101
0.010050251256281407,0.010000000351866285
0.01507537688442211,0.010000000489145995
0.020100502512562814,0.010000000593447484
0.02512562814070352,0.010000000667525998
0.03015075376884422,0.010000000714136786
0.035175879396984924,0.010000000736035094
0.04020100502512563,0.01000000073597617
0.04522613065326633,0.010000000716715264
0.05025125628140704,0.010000000681007622
0.05527638190954774,0.010000000631608491
0.06030150753768844,0.010000000571273123
0.06532663316582915,0.010000000502756762
0.07035175879396985,0.010000000428814656
0.07537688442211056,0.010000000352202054
0.08040201005025126,0.010000000275674204
0.08542713567839195,0.010000000201986353
0.09045226130653267,0.01000000013389375
0.09547738693467336,0.010000000074151643
0.10050251256281408,0.01000000002551528
0.10552763819095477,0.009999999990739906
0.11055276381909548,0.009999999972580772
0.11557788944723618,0.009999999973793123
0.12060301507537688,0.009999999997132211
0.12562814070351758,0.010000000039571461
0.1306532663316583,0.010000000068747834
0.135678391959799,0.010000000043016379
0.1407035175879397,0.009999999925802867
0.1457286432160804,0.009999999782732782
0.15075376884422112,0.009999999774165982
0.15577889447236182,0.010000000063696208
0.16080402010050251,0.0100000006249812
0.1658291457286432,0.010000000927063712
0.1708542713567839,0.010000000356117245
0.17587939698492464,0.009999998500116139
0.18090452261306533,0.00999999672195467
0.18592964824120603,0.00999999730632587
0.19095477386934673,0.010000002463869267
0.19597989949748745,0.010000010219845694
0.20100502512562815,0.010000012499999305
0.20603015075376885,0.010000000748232448
0.21105527638190955,0.009999972491826905
0.21608040201005024,0.009999952206618031
0.22110552763819097,0.009999971828101254
0.22613065326633167,0.010000058482723487
0.23115577889447236,0.010000159964453005
0.23618090452261306,0.010000158992954304
0.24120603015075376,0.009999936969851946
0.24623115577889448,0.009999529666332295
0.25125628140703515,0.009999331134152429
0.2562814070351759,0.009999786126512988
0.2613065326633166,0.010001162863951788
0.2663316582914573,0.010002405539277389
0.271356783919598,0.010001857258544425
0.2763819095477387,0.00999794509361811
0.2814070351758794,0.009992378776559034
0.2864321608040201,0.00999107634013718
0.2914572864321608,0.010000231488705023
0.2964824120603015,0.01002094371110717
0.30150753768844224,0.010034783847666014
0.3065326633165829,0.010018643873920874
0.31155778894472363,0.009953813838679744
0.3165829145728643,0.009881846118008884
0.32160804020100503,0.00988800087000029
0.32663316582914576,0.010057972908940503
0.3316582914572864,0.010397200321901487
0.33668341708542715,0.010746895492884993
0.3417085427135678,0.010928181455980264
0.34673366834170855,0.010804057791394888
0.35175879396984927,0.01050986848975471
0.35678391959798994,0.010289864730548697
0.36180904522613067,0.010377983324696185
0.36683417085427134,0.010697120592020973
0.37185929648241206,0.01081646641014572
0.3768844221105528,0.010286101077623452
0.38190954773869346,0.009021401451867382
0.3869346733668342,0.008155450130672235
0.3919597989949749,0.00907475205359767
0.3969849246231156,0.013178321902603256
0.4020100502512563,0.022007908288049695
0.40703517587939697,0.03719608395017043
0.4120603015075377,0.060318527765308105
0.4170854271356784,0.09156629531632096
0.4221105527638191,0.12972177071794175
0.4271356783919598,0.17350934848850347
0.4321608040201005,0.22169733509403902
0.4371859296482412,0.27304007293308535
0.44221105527638194,0.3244003781388647
0.4472361809045226,0.36995917756806784
0.45226130653266333,0.41066121825065044
0.457286432160804,0.4582011627723397
0.4623115577889447,0.5130324124623736
0.46733668341708545,0.565690663525085
0.4723618090452261,0.6155146767310095
0.47738693467336685,0.6642465262902816
0.4824120603015075,0.7108905228189243
0.48743718592964824,0.7550827347698845
0.49246231155778897,0.7975046693618127
0.49748743718592964,0.8371675609264437
0.5025125628140703,0.8715903223064946
0.507537688442211,0.8999955484751283
0.5125628140703518,0.9239005081580728
0.5175879396984925,0.9448894902030277
0.5226130653266332,0.9634023711539286
0.5276381909547738,0.9790754873384474
0.5326633165829145,0.9915311417363524
0.5376884422110553,1.0006227288241976
0.542713567839196,1.0066124317003056
0.5477386934673367,1.0098042581680498
0.5527638190954774,1.010419601867938
0.5577889447236181,1.0082170491307714
0.5628140703517588,1.0027941210724896
0.5678391959798995,0.9937341690715
0.5728643216080402,0.9803011885029401
0.577889447236181,0.9614413638466818
0.5829145728643216,0.9361474835963968
0.5879396984924623,0.9057607858265373
0.592964824120603,0.8746756750923466
0.5979899497487438,0.8473321816509224
0.6030150753768845,0.8240811986898662
0.6080402010050251,0.8009241427767966
0.6130653266331658,0.77421594352433
0.6180904522613065,0.7427803417261098
0.6231155778894473,0.70622259867219
0.628140703517588,0.6668634297616558
0.6331658291457286,0.6298394001528522
0.6381909547738693,0.5972171689625964
0.6432160804020101,0.5661533220277827
0.6482412060301508,0.5343615824205726
0.6532663316582915,0.5020480814729134
0.6582914572864321,0.4697543710015266
0.6633165829145728,0.43753659614905716
0.6683417085427136,0.40522840208202304
0.6733668341708543,0.3735085709109111
0.678391959798995,0.3442219660537316
0.6834170854271356,0.3190812925908047
0.6884422110552764,0.29771606056633765
0.6934673366834171,0.27859512682941995
0.6984924623115578,0.26014059308215653
0.7035175879396985,0.240531288167154
0.7085427135678392,0.21784061146046135
0.7135678391959799,0.19167598701153557
0.7185929648241206,0.1675472708516278
0.7236180904522613,0.15159581201169317
0.7286432160804021,0.14327755066426165
0.7336683417085427,0.13867644552069125
0.7386934673366834,0.13391572279780728
0.7437185929648241,0.12758705990791366
0.7487437185929648,0.12145305835661381
0.7537688442211056,0.11748468274472414
0.7587939698492463,0.11714645702331415
0.7638190954773869,0.11999280839415484
0.7688442211055276,0.12512792312722593
0.7738693467336684,0.13170210842036806
0.7788944723618091,0.13948674298272773
0.7839195979899498,0.1486982904561865
0.7889447236180904,0.1595683087890763
0.7939698492462312,0.1731390862503237
0.7989949748743719,0.1921200989182708
0.8040201005025126,0.2194259659418891
0.8090452261306533,0.2557637501233217
0.8140703517587939,0.29263764149786475
0.8190954773869347,0.32127491658756124
0.8241206030150754,0.34481746491419235
0.8291457286432161,0.37056474129286227
0.8341708542713568,0.40345265553120235
0.8391959798994975,0.4396128487604124
0.8442211055276382,0.47376374005882627
0.8492462311557789,0.5047177551629524
0.8542713567839196,0.532939460136128
0.8592964824120604,0.5591594531052252
0.864321608040201,0.5842778386748224
0.8693467336683417,0.6090004497204496
0.8743718592964824,0.6322987738508236
0.8793969849246231,0.6522433289880538
0.8844221105527639,0.666966745853971
0.8894472361809045,0.6761932128098697
0.8944723618090452,0.6812308250098774
0.8994974874371859,0.6834556466027661
0.9045226130653267,0.6839013858872056
0.9095477386934674,0.6826015117786872
0.914572864321608,0.6794077974070833
0.9195979899497487,0.6739528887040012
0.9246231155778895,0.6637400097174805
0.9296482412060302,0.6450740593702318
0.9346733668341709,0.6146971935563862
0.9396984924623115,0.5773327582587003
0.9447236180904522,0.5441011206070387
0.949748743718593,0.5138025150286273
0.9547738693467337,0.47132625320963467
0.9597989949748744,0.4112274470763334
0.964824120603015,0.36189316469273813
0.9698492462311558,0.32293327218824175
0.9748743718592965,0.26586743961525755
0.9798994974874372,0.19919656443190184
0.9849246231155779,0.14843495288885084
0.9899497487437187,0.10889107540455167
0.9949748743718593,0.06784739613638441
1.0,0.01258634799534077
